COD_ZONA,VINCULO_EMPREGATICIO,QTD
324,Funcionário,0
324,...5,17149.161656032225
324,...6,0
324,Profissional,0
324,Dono de,1131.1271559835457
324,Trabalhador,556.80681278010093
324,...10,32874.6642482361
325,Assalariado...2,9919.4862835636177
325,Assalariado...3,2428.742315922535
325,Funcionário,1041.2371806030778
325,...5,4575.3850038959745
325,...6,0
325,Profissional,943.56543333791888
325,Dono de,226.65609656000021
325,Trabalhador,0
325,...10,19135.0723138831
326,Assalariado...2,15498.184931475103
326,Assalariado...3,1275.3084557777777
326,Funcionário,439.73143926923063
326,...5,6176.6933185044581
326,...6,450.10868583779262
326,Profissional,635.51519414975849
326,Dono de,63.196202999999997
326,Trabalhador,0
326,...10,24538.7382280141
327,Assalariado...2,5651.1908341853878
327,Assalariado...3,372.6254105560796
327,Funcionário,318.00253136778292
327,...5,2114.8486975148794
327,...6,506.27095634650743
327,Profissional,577.41277100304262
327,Dono de,488.45945824235241
327,Trabalhador,0
327,...10,10028.810659216
328,Assalariado...2,6222.27358708672
328,Assalariado...3,584.61105985763788
328,Funcionário,537.97772661327167
328,...5,3275.5522132967271
328,...6,638.94549650533918
328,Profissional,717.58731440233464
328,Dono de,784.46456475881837
328,Trabalhador,107.38254770541691
328,...10,12868.7945102263
329,Assalariado...2,8654.9830573098807
329,Assalariado...3,466.72226469960503
329,Funcionário,329.87294190237162
329,...5,4763.5444010558658
329,...6,890.30796803004034
329,Profissional,797.54128040830119
329,Dono de,910.84659207391405
329,Trabalhador,0
329,...10,16813.81850548
330,Assalariado...2,14228.858462292361
330,Assalariado...3,383.53454285714253
330,Funcionário,995.10951222222229
330,...5,4701.2496629668103
330,...6,493.2977381428571
330,Profissional,823.98073009379448
330,Dono de,2297.0029466017309
330,Trabalhador,144.64443500000002
330,...10,24067.6780301769
331,Assalariado...2,9695.4260707975955
331,Assalariado...3,100.34013057894738
331,Funcionário,1336.03144197184
331,...5,5122.0622653771725
331,...6,359.8045238000002
331,Profissional,100.34013057894738
331,Dono de,1539.9823415848114
331,Trabalhador,0
331,...10,18253.9869046893
332,Assalariado...2,8973.0254367332273
332,Assalariado...3,2524.59090468862
332,Funcionário,0
332,...5,2953.122945382222
332,...6,1140.1563587272731
332,Profissional,1113.0597789545459
332,Dono de,0
332,Trabalhador,0
332,...10,16703.9554244859
333,Assalariado...2,4374.7890680465443
333,Assalariado...3,403.1423094197695
333,Funcionário,471.97777440292555
333,...5,2618.076805224734
333,...6,0
333,Profissional,0
333,Dono de,0
333,Trabalhador,0
333,...10,7867.98595709397
334,Assalariado...2,9426.4929425435366
334,Assalariado...3,213.32603819999989
334,Funcionário,334.28580617882369
334,...5,5122.6008946000011
334,...6,713.12576000000013
334,Profissional,169.46327352
334,Dono de,442.59404000000006
334,Trabalhador,0
334,...10,16421.8887550424
335,Assalariado...2,9148.442520887178
335,Assalariado...3,1829.4455548249991
335,Funcionário,499.55426624999961
335,...5,6414.1610213653803
335,...6,555.88944297499984
335,Profissional,58.839146000000007
335,Dono de,494.54632769999995
335,Trabalhador,0
335,...10,19000.8782800026
336,Assalariado...2,16332.393333469656
336,Assalariado...3,525.6732067096774
336,Funcionário,146.8396970422537
336,...5,4122.2058587463098
336,...6,0
336,Profissional,304.52387288732427
336,Dono de,1538.308650780242
336,Trabalhador,0
336,...10,22969.9446196355
337,Assalariado...2,4175.502119655036
337,Assalariado...3,645.50943466223271
337,Funcionário,956.19386218947761
337,...5,4814.0404132701697
337,...6,0
337,Profissional,232.11811857550956
337,Dono de,232.11811857550956
337,Trabalhador,0
337,...10,11055.4820669279
338,Assalariado...2,8993.5768379463098
338,Assalariado...3,760.43893024751185
338,Funcionário,739.82147660525163
338,...5,5660.275440555145
338,...6,0
338,Profissional,459.6734034262484
338,Dono de,0
338,Trabalhador,0
338,...10,16613.7860887805
339,Assalariado...2,0
339,Assalariado...3,0
339,Funcionário,0
339,...5,0
339,...6,0
339,Profissional,0
339,Dono de,0
339,Trabalhador,0
339,...10,0
340,Assalariado...2,1529.5365098251284
340,Assalariado...3,353.27623293510703
340,Funcionário,272.53538442021375
340,...5,842.64889283450009
340,...6,226.55952403176337
340,Profissional,770.83090132431857
340,Dono de,99.248691797872681
340,Trabalhador,18.922007143617087
340,...10,4113.55814431252
341,Assalariado...2,3405.6606542138989
341,Assalariado...3,20.930704051324152
341,Funcionário,221.17734122505399
341,...5,899.42074493180735
341,...6,117.32536612008684
341,Profissional,0
341,Dono de,67.990462011190004
341,Trabalhador,0
341,...10,4732.50527255336
342,Assalariado...2,9708.8535512868566
342,Assalariado...3,2286.3275634426004
342,Funcionário,1290.620488464783
342,...5,5190.5466993234868
342,...6,0
342,Profissional,525.10540148472217
342,Dono de,623.99810718720528
342,Trabalhador,0
342,...10,19625.4518111897
343,Assalariado...2,833.59154473684225
343,Assalariado...3,27.929024999999999
343,Funcionário,168.26627105263162
343,...5,549.07686836257335
343,...6,61.097471052631604
343,Profissional,61.097471052631604
343,Dono de,27.929024999999999
343,Trabalhador,0
343,...10,1728.98767625731
344,Assalariado...2,15040.525167327132
344,Assalariado...3,1845.5705196521749
344,Funcionário,392.7631026086957
344,...5,5022.0373428902722
344,...6,1115.2029126666671
344,Profissional,1227.6567107950311
344,Dono de,1002.4117181283648
344,Trabalhador,0
344,...10,25646.1674740683
345,Assalariado...2,8442.7776042843579
345,Assalariado...3,0
345,Funcionário,686.45351270754679
345,...5,3959.7120200161694
345,...6,440.5110621428571
345,Profissional,0
345,Dono de,1484.2010636792436
345,Trabalhador,0
345,...10,15013.6552628302
346,Assalariado...2,0
346,Assalariado...3,0
346,Funcionário,0
346,...5,0
346,...6,0
346,Profissional,0
346,Dono de,0
346,Trabalhador,0
346,...10,0
347,Assalariado...2,18112.169366387552
347,Assalariado...3,334.82608928260879
347,Funcionário,707.89144408657955
347,...5,7797.0019841544618
347,...6,149.76359527777777
347,Profissional,0
347,Dono de,930.52866932869574
347,Trabalhador,0
347,...10,28032.1811485177
348,Assalariado...2,1184.2151683437976
348,Assalariado...3,86.369780204081451
348,Funcionário,165.81359561224454
348,...5,670.87157918995183
348,...6,97.575289846938674
348,Profissional,0
348,Dono de,79.44381540816309
348,Trabalhador,0
348,...10,2284.28922860518
349,Assalariado...2,0
349,Assalariado...3,0
349,Funcionário,0
349,...5,0
349,...6,0
349,Profissional,0
349,Dono de,0
349,Trabalhador,0
349,...10,0
350,Assalariado...2,13010.331985432629
350,Assalariado...3,649.16733978461468
350,Funcionário,2383.2260982643347
350,...5,2027.2785593874119
350,...6,0
350,Profissional,0
350,Dono de,242.98129327272753
350,Trabalhador,0
350,...10,18312.9852761417
351,Assalariado...2,19470.638260227865
351,Assalariado...3,0
351,Funcionário,5373.4856941799053
351,...5,8627.7522892815541
351,...6,0
351,Profissional,0
351,Dono de,304.72584193939394
351,Trabalhador,133.89517459090908
351,...10,33910.4972602196
352,Assalariado...2,0
352,Assalariado...3,0
352,Funcionário,0
352,...5,0
352,...6,0
352,Profissional,0
352,Dono de,0
352,Trabalhador,0
352,...10,0
353,Assalariado...2,0
353,Assalariado...3,0
353,Funcionário,0
353,...5,0
353,...6,0
353,Profissional,0
353,Dono de,0
353,Trabalhador,0
353,...10,0
354,Assalariado...2,0
354,Assalariado...3,0
354,Funcionário,0
354,...5,0
354,...6,0
354,Profissional,0
354,Dono de,0
354,Trabalhador,0
354,...10,0
355,Assalariado...2,13351.009116484838
355,Assalariado...3,2586.5726917058801
355,Funcionário,586.57626845098002
355,...5,6095.4313855606015
355,...6,226.50054350000005
355,Profissional,0
355,Dono de,1759.7288053529401
355,Trabalhador,0
355,...10,24605.8188110552
356,Assalariado...2,25392.972217687697
356,Assalariado...3,1035.9132865640222
356,Funcionário,1296.4244756249971
356,...5,9988.6855927281158
356,...6,518.56979024999885
356,Profissional,0
356,Dono de,1175.398220658534
356,Trabalhador,0
356,...10,39407.9635835134
357,Assalariado...2,1274.940552395348
357,Assalariado...3,59.630017999999964
357,Funcionário,0
357,...5,790.47745683720882
357,...6,0
357,Profissional,0
357,Dono de,0
357,Trabalhador,0
357,...10,2125.04802723256
358,Assalariado...2,8301.0927770755006
358,Assalariado...3,1322.2222352243587
358,Funcionário,1929.8668110847937
358,...5,5715.5225245607044
358,...6,576.51117139140274
358,Profissional,0
358,Dono de,0
358,Trabalhador,0
358,...10,17845.2155193368
359,Assalariado...2,2910.3726031818419
359,Assalariado...3,320.42558233503632
359,Funcionário,216.02523089229578
359,...5,4152.6197226482245
359,...6,663.44218017101969
359,Profissional,208.80070288548114
359,Dono de,0
359,Trabalhador,0
359,...10,8471.6860221139
360,Assalariado...2,3006.1027471669654
360,Assalariado...3,614.45517373918881
360,Funcionário,309.43822293378361
360,...5,3631.217800679688
360,...6,0
360,Profissional,0
360,Dono de,309.43822293378361
360,Trabalhador,0
360,...10,7870.65216745341
361,Assalariado...2,3546.6968459110317
361,Assalariado...3,316.97310986551173
361,Funcionário,203.13191989441097
361,...5,2434.3469058915452
361,...6,0
361,Profissional,0
361,Dono de,219.99282041088941
361,Trabalhador,0
361,...10,6721.14160197339
362,Assalariado...2,3782.231231678596
362,Assalariado...3,299.7497767898991
362,Funcionário,1101.7386188480039
362,...5,553.65871212746515
362,...6,261.88189717643104
362,Profissional,952.26345827763362
362,Dono de,473.26543272188565
362,Trabalhador,0
362,...10,7424.78912761992
363,Assalariado...2,8777.0175834429829
363,Assalariado...3,1281.5828339298246
363,Funcionário,1208.8723849649123
363,...5,3474.925751813596
363,...6,409.6075975
363,Profissional,629.95590833333324
363,Dono de,1796.8290368771927
363,Trabalhador,0
363,...10,17578.7910968618
364,Assalariado...2,2827.9679034554565
364,Assalariado...3,0
364,Funcionário,141.76730994957973
364,...5,1721.506834240332
364,...6,241.98305378823468
364,Profissional,0
364,Dono de,375.36429864705792
364,Trabalhador,0
364,...10,5308.58940008066
365,Assalariado...2,1222.1557834110245
365,Assalariado...3,71.332589858169712
365,Funcionário,76.160065905819067
365,...5,484.1088102971429
365,...6,38.080032952909534
365,Profissional,51.72458827734998
365,Dono de,198.93417456390242
365,Trabalhador,0
365,...10,2142.49604526632
366,Assalariado...2,6592.0021409209749
366,Assalariado...3,1174.338067571427
366,Funcionário,869.08025137777781
366,...5,3349.8967957959212
366,...6,516.11556056637744
366,Profissional,719.22399876623285
366,Dono de,273.48842680000001
366,Trabalhador,0
366,...10,13494.1452417987
367,Assalariado...2,4283.9046089589147
367,Assalariado...3,732.81558581117645
367,Funcionário,1143.6673846423798
367,...5,4050.072927109667
367,...6,235.85739028037386
367,Profissional,188.79418142056076
367,Dono de,1512.100527874117
367,Trabalhador,0
367,...10,12147.2126060972
368,Assalariado...2,12422.707829150759
368,Assalariado...3,3318.5131962656828
368,Funcionário,429.32353957446833
368,...5,459.12476760720136
368,...6,0
368,Profissional,212.33434382978734
368,Dono de,2702.1355450430979
368,Trabalhador,0
368,...10,19544.139221471
369,Assalariado...2,10604.46980722135
369,Assalariado...3,1966.4970646981874
369,Funcionário,3999.133522735679
369,...5,4734.1985458552681
369,...6,0
369,Profissional,0
369,Dono de,2297.039490022426
369,Trabalhador,316.68167186752959
369,...10,23918.0201024004
370,Assalariado...2,17398.282922083337
370,Assalariado...3,6979.9550983148183
370,Funcionário,3864.6481107962982
370,...5,8652.7816832708359
370,...6,0
370,Profissional,2992.2496706666661
370,Dono de,2189.509011722223
370,Trabalhador,0
370,...10,42077.4264968542
371,Assalariado...2,18162.264706175396
371,Assalariado...3,1244.6540972115376
371,Funcionário,3663.7956236538434
371,...5,4103.9840634999973
371,...6,0
371,Profissional,0
371,Dono de,2417.7005910664316
371,Trabalhador,0
371,...10,29592.3990816072
372,Assalariado...2,14565.939583626849
372,Assalariado...3,227.7381804
372,Funcionário,0
372,...5,6175.8456233064499
372,...6,260.55497953571415
372,Profissional,1900.3062481451614
372,Dono de,1733.3635106451613
372,Trabalhador,0
372,...10,24863.7481256593
373,Assalariado...2,16520.870791564001
373,Assalariado...3,1969.6676882588235
373,Funcionário,0
373,...5,7060.2896137618736
373,...6,354.64994385882335
373,Profissional,0
373,Dono de,854.83484460309592
373,Trabalhador,0
373,...10,26760.3128820466
374,Assalariado...2,0
374,Assalariado...3,0
374,Funcionário,0
374,...5,0
374,...6,0
374,Profissional,0
374,Dono de,0
374,Trabalhador,0
374,...10,0
375,Assalariado...2,17294.796402926335
375,Assalariado...3,2684.0513291444477
375,Funcionário,495.98830713007555
375,...5,11812.058232920084
375,...6,0
375,Profissional,0
375,Dono de,1036.9432645511283
375,Trabalhador,0
375,...10,33323.8375366721
376,Assalariado...2,9464.5605695000904
376,Assalariado...3,2245.6833979787448
376,Funcionário,560.2537903267671
376,...5,5829.5905508362948
376,...6,0
376,Profissional,266.3488521509434
376,Dono de,881.71481452747093
376,Trabalhador,0
376,...10,19248.1519753203
377,Assalariado...2,44615.819558475829
377,Assalariado...3,11725.442691012184
377,Funcionário,1744.9244941364082
377,...5,21988.282756232598
377,...6,1779.5126080277107
377,Profissional,0
377,Dono de,2346.7063188815082
377,Trabalhador,356.14284743478385
377,...10,84556.831274201
378,Assalariado...2,24242.501077696976
378,Assalariado...3,4972.500686019609
378,Funcionário,2280.7210149803923
378,...5,8762.5679656131942
378,...6,0
378,Profissional,880.57108800000037
378,Dono de,2408.1577814019611
378,Trabalhador,0
378,...10,43547.0196137121
379,Assalariado...2,14009.68707136784
379,Assalariado...3,1076.1154402857132
379,Funcionário,501.93102845714208
379,...5,6646.32204798154
379,...6,853.03023079166633
379,Profissional,0
379,Dono de,1848.2060150809502
379,Trabalhador,721.05653759999882
379,...10,25656.3483715649
380,Assalariado...2,26458.74801628448
380,Assalariado...3,902.54462801162776
380,Funcionário,2686.4820157391327
380,...5,12352.791402902771
380,...6,0
380,Profissional,0
380,Dono de,554.51636193023251
380,Trabalhador,0
380,...10,42955.0824248682
381,Assalariado...2,0
381,Assalariado...3,0
381,Funcionário,0
381,...5,0
381,...6,0
381,Profissional,0
381,Dono de,0
381,Trabalhador,0
381,...10,0
382,Assalariado...2,24068.586586232239
382,Assalariado...3,4829.5457923242575
382,Funcionário,1258.3080221678858
382,...5,7475.5910903833937
382,...6,2110.0793865205997
382,Profissional,100.80936533333336
382,Dono de,2817.5647650179426
382,Trabalhador,0
382,...10,42660.4850079797
383,Assalariado...2,17751.161947661025
383,Assalariado...3,1662.1839642928203
383,Funcionário,1734.4066182830768
383,...5,8890.7458926943582
383,...6,0
383,Profissional,0
383,Dono de,2334.6736628051281
383,Trabalhador,0
383,...10,32373.1720857364
384,Assalariado...2,6078.7607492280204
384,Assalariado...3,1448.2752529538
384,Funcionário,1171.5255597853948
384,...5,5103.0268577883762
384,...6,302.91180218181802
384,Profissional,0
384,Dono de,585.30532996721331
384,Trabalhador,0
384,...10,14689.8055519046
385,Assalariado...2,0
385,Assalariado...3,0
385,Funcionário,0
385,...5,0
385,...6,0
385,Profissional,0
385,Dono de,0
385,Trabalhador,0
385,...10,0
386,Assalariado...2,637.52758064285649
386,Assalariado...3,40.732769785714247
386,Funcionário,0
386,...5,1078.2420172857135
386,...6,48.982301499999956
386,Profissional,0
386,Dono de,96.184535071428485
386,Trabalhador,48.982301499999956
386,...10,1950.65150578571
387,Assalariado...2,13977.952826233202
387,Assalariado...3,353.49052644404003
387,Funcionário,2859.612256261189
387,...5,5823.4974323859869
387,...6,0
387,Profissional,0
387,Dono de,1402.5981737295037
387,Trabalhador,0
387,...10,24417.1512150539
388,Assalariado...2,1573.9490928692985
388,Assalariado...3,330.09553126000003
388,Funcionário,0
388,...5,982.26312774649102
388,...6,0
388,Profissional,0
388,Dono de,157.27230013000002
388,Trabalhador,0
388,...10,3043.58005200579
389,Assalariado...2,6142.9606351413349
389,Assalariado...3,197.96046857142844
389,Funcionário,2982.3348350699084
389,...5,5959.4026372933104
389,...6,513.46688374468056
389,Profissional,1839.2131782127649
389,Dono de,153.34177485714275
389,Trabalhador,0
389,...10,17788.6804128906
390,Assalariado...2,2479.5717507359354
390,Assalariado...3,0
390,Funcionário,611.00044640671922
390,...5,1990.753211258371
390,...6,0
390,Profissional,0
390,Dono de,0
390,Trabalhador,0
390,...10,5081.32540840103
391,Assalariado...2,17757.247317240479
391,Assalariado...3,2326.4735357333939
391,Funcionário,2320.338090177499
391,...5,9799.9299055639258
391,...6,0
391,Profissional,680.3800102083967
391,Dono de,1330.2100441666787
391,Trabalhador,0
391,...10,34214.5789030904
392,Assalariado...2,0
392,Assalariado...3,0
392,Funcionário,0
392,...5,0
392,...6,0
392,Profissional,0
392,Dono de,0
392,Trabalhador,0
392,...10,0
393,Assalariado...2,21386.40955085259
393,Assalariado...3,2609.8990244820579
393,Funcionário,963.89842472829991
393,...5,13359.870954167782
393,...6,0
393,Profissional,0
393,Dono de,1428.6555616258456
393,Trabalhador,0
393,...10,39748.7335158566
394,Assalariado...2,3476.36057063616
394,Assalariado...3,1282.7178993637294
394,Funcionário,399.56462604608271
394,...5,2606.4500838545937
394,...6,64.634781028571382
394,Profissional,76.390720903225812
394,Dono de,151.2183065603686
394,Trabalhador,0
394,...10,8057.33698839273
395,Assalariado...2,21374.355261610577
395,Assalariado...3,1044.8013189548017
395,Funcionário,6276.8467200778377
395,...5,5021.7086643926468
395,...6,344.88449441860439
395,Profissional,0
395,Dono de,238.1789777906975
395,Trabalhador,0
395,...10,34300.7754372452
396,Assalariado...2,23957.344077161652
396,Assalariado...3,2718.4818209072901
396,Funcionário,3649.4594894815214
396,...5,16965.924459991573
396,...6,0
396,Profissional,0
396,Dono de,780.32914354507147
396,Trabalhador,561.09649297309852
396,...10,48632.6354840602
397,Assalariado...2,15516.77742319692
397,Assalariado...3,1949.5596226356627
397,Funcionário,743.71200761550472
397,...5,5032.454242210857
397,...6,0
397,Profissional,0
397,Dono de,1601.1656874945772
397,Trabalhador,0
397,...10,24843.6689831535
398,Assalariado...2,21889.267076850334
398,Assalariado...3,7323.6511210054332
398,Funcionário,788.81821373620051
398,...5,6478.4547358973668
398,...6,164.95183642674314
398,Profissional,329.90367285348628
398,Dono de,2713.2221330197976
398,Trabalhador,0
398,...10,39688.2687897894
399,Assalariado...2,12943.371481322885
399,Assalariado...3,1363.8280007311555
399,Funcionário,994.31688362639113
399,...5,8233.7497566458223
399,...6,0
399,Profissional,0
399,Dono de,681.47936285307674
399,Trabalhador,358.02609227525062
399,...10,24574.7715774546
400,Assalariado...2,24625.289365275417
400,Assalariado...3,1716.8710740901897
400,Funcionário,1470.3787349783754
400,...5,11160.265272824403
400,...6,992.14956256241237
400,Profissional,0
400,Dono de,3031.8047793887122
400,Trabalhador,0
400,...10,42996.7587891195
401,Assalariado...2,24615.888634933985
401,Assalariado...3,4836.1805555808878
401,Funcionário,2224.4217405165632
401,...5,16505.71725429779
401,...6,1304.40046294027
401,Profissional,1807.2485620612108
401,Dono de,4126.4033818030102
401,Trabalhador,0
401,...10,55420.2605921337
402,Assalariado...2,3457.0148200645945
402,Assalariado...3,209.7607685271314
402,Funcionário,198.88851945736397
402,...5,3507.7582368346229
402,...6,661.06864417312659
402,Profissional,0
402,Dono de,99.444259728681985
402,Trabalhador,99.444259728681985
402,...10,8233.3795085142
403,Assalariado...2,2522.4279051173744
403,Assalariado...3,1249.7344429377283
403,Funcionário,262.71796728143818
403,...5,1772.0973322473105
403,...6,0
403,Profissional,0
403,Dono de,233.74260311377338
403,Trabalhador,0
403,...10,6040.72025069762
404,Assalariado...2,13261.495066841435
404,Assalariado...3,1628.3461284774601
404,Funcionário,4912.9962274512545
404,...5,9489.9366247270846
404,...6,1182.8550271914553
404,Profissional,350.81483961169135
404,Dono de,2109.5714764455324
404,Trabalhador,0
404,...10,32936.0153907459
405,Assalariado...2,8347.0466469170697
405,Assalariado...3,501.15468448048733
405,Funcionário,1620.7329896475612
405,...5,3946.3012795609711
405,...6,364.28275200000024
405,Profissional,218.19019
405,Dono de,440.36819328170702
405,Trabalhador,214.27516070000001
405,...10,15652.3518965878
406,Assalariado...2,7161.177679494428
406,Assalariado...3,738.9926643209302
406,Funcionário,513.94291793150092
406,...5,6366.4129634369538
406,...6,1097.1724294236783
406,Profissional,1099.4847561325582
406,Dono de,0
406,Trabalhador,0
406,...10,16977.1834107401
407,Assalariado...2,25174.03402957258
407,Assalariado...3,2825.8528673527967
407,Funcionário,2516.1865452007396
407,...5,18357.559282298203
407,...6,859.69747901960761
407,Profissional,1120.4037012949616
407,Dono de,0
407,Trabalhador,0
407,...10,50853.7339047389
408,Assalariado...2,8416.3816981907985
408,Assalariado...3,735.24369074430626
408,Funcionário,244.36928779387813
408,...5,7282.9065212891473
408,...6,0
408,Profissional,0
408,Dono de,691.01284154103837
408,Trabalhador,0
408,...10,17369.9140395592
409,Assalariado...2,3993.0128376337325
409,Assalariado...3,209.61763321844546
409,Funcionário,188.48019279447993
409,...5,2248.3603853485956
409,...6,0
409,Profissional,0
409,Dono de,80.044003401206908
409,Trabalhador,0
409,...10,6719.51505239646
410,Assalariado...2,1658.690127477706
410,Assalariado...3,317.99006658787874
410,Funcionário,155.18426528571422
410,...5,1075.2728818640694
410,...6,0
410,Profissional,0
410,Dono de,49.701723749999999
410,Trabalhador,143.46097098666672
410,...10,3400.30003595204
411,Assalariado...2,4132.445679372453
411,Assalariado...3,103.22075301558115
411,Funcionário,905.8453710301759
411,...5,1890.5565539629611
411,...6,0
411,Profissional,0
411,Dono de,103.22075301558115
411,Trabalhador,0
411,...10,7135.28911039675
412,Assalariado...2,8552.6279878956011
412,Assalariado...3,129.71071499999991
412,Funcionário,367.05134071428569
412,...5,3525.3842355000006
412,...6,394.96857471428598
412,Profissional,102.92919369230769
412,Dono de,734.10268142857137
412,Trabalhador,142.18097292857152
412,...10,13948.9557018736
413,Assalariado...2,4057.7958697305553
413,Assalariado...3,893.45611911111064
413,Funcionário,175.44504477500004
413,...5,4844.6495397675908
413,...6,297.81870637037019
413,Profissional,745.53713422222177
413,Dono de,175.44504477500004
413,Trabalhador,473.26375114537024
413,...10,11663.4112098972
414,Assalariado...2,4173.5487248128948
414,Assalariado...3,393.76517515624943
414,Funcionário,2076.7988500366559
414,...5,3414.1165159903708
414,...6,90.275559999999871
414,Profissional,229.02275544303799
414,Dono de,1498.1730361054845
414,Trabalhador,360.58997191666617
414,...10,12236.2905894614
415,Assalariado...2,2542.9225337754765
415,Assalariado...3,509.34322407103605
415,Funcionário,568.82622514080344
415,...5,1671.8769725953493
415,...6,0
415,Profissional,0
415,Dono de,217.34375487272735
415,Trabalhador,0
415,...10,5510.31271045539
416,Assalariado...2,5599.7117395025462
416,Assalariado...3,1088.8569140067909
416,Funcionário,185.50019516129029
416,...5,3559.0989326682457
416,...6,0
416,Profissional,33.626741749999994
416,Dono de,723.89258792444809
416,Trabalhador,0
416,...10,11190.6871110133
417,Assalariado...2,7624.3453377039496
417,Assalariado...3,660.28491168750008
417,Funcionário,1241.3888677500008
417,...5,5845.5173922236863
417,...6,378.79129168421082
417,Profissional,926.39235600000052
417,Dono de,3518.2941241184217
417,Trabalhador,0
417,...10,20195.0142811678
418,Assalariado...2,11082.753527571727
418,Assalariado...3,2458.4958084324326
418,Funcionário,1037.5283234594599
418,...5,3277.9643449147625
418,...6,0
418,Profissional,0
418,Dono de,1037.5283234594599
418,Trabalhador,586.52865254054052
418,...10,19480.7989803784
419,Assalariado...2,10468.257563650897
419,Assalariado...3,1331.527777730769
419,Funcionário,1226.7877657209906
419,...5,5039.6115442860591
419,...6,0
419,Profissional,51.037874644067756
419,Dono de,137.81297472881346
419,Trabalhador,0
419,...10,18255.0355007616
420,Assalariado...2,1039.2077025448027
420,Assalariado...3,18.326684444444446
420,Funcionário,130.48091774193549
420,...5,467.7512806451611
420,...6,109.10150215053758
420,Profissional,0
420,Dono de,139.47356881720427
420,Trabalhador,0
420,...10,1904.34165634409
421,Assalariado...2,3156.427442859615
421,Assalariado...3,522.49219076913789
421,Funcionário,339.59692433333305
421,...5,2282.0423292169539
421,...6,0
421,Profissional,91.991222555555481
421,Dono de,292.76158625999994
421,Trabalhador,0
421,...10,6685.31169599459
422,Assalariado...2,12660.409526333311
422,Assalariado...3,5083.1021964065349
422,Funcionário,1942.9351235267964
422,...5,5984.3291763856168
422,...6,491.25298199999878
422,Profissional,1436.5684998823492
422,Dono de,1907.7914366352918
422,Trabalhador,282.21896223529342
422,...10,29788.6079034052
423,Assalariado...2,10085.456875963067
423,Assalariado...3,220.75517264367818
423,Funcionário,567.78401810632204
423,...5,2772.6563284372519
423,...6,0
423,Profissional,0
423,Dono de,353.81210127191105
423,Trabalhador,0
423,...10,14000.4644964222
424,Assalariado...2,5541.6448761199053
424,Assalariado...3,766.82072203157918
424,Funcionário,593.06882754066987
424,...5,3414.4800988863171
424,...6,695.69271849454549
424,Profissional,109.46100157894742
424,Dono de,133.30661072000004
424,Trabalhador,134.25737920000003
424,...10,11388.732234572
425,Assalariado...2,5117.9220524631546
425,Assalariado...3,405.88234038311703
425,Funcionário,40.739450937499996
425,...5,3768.688163131977
425,...6,0
425,Profissional,0
425,Dono de,616.06358875266562
425,Trabalhador,0
425,...10,9949.29559566841
426,Assalariado...2,5794.6959289099823
426,Assalariado...3,20.018500799999998
426,Funcionário,372.36187694117621
426,...5,2082.9629091053466
426,...6,0
426,Profissional,583.61376310695164
426,Dono de,206.1994392705881
426,Trabalhador,109.61684544117641
426,...10,9169.46926357522
427,Assalariado...2,10522.616335513692
427,Assalariado...3,1934.0766246630124
427,Funcionário,591.01594453333291
427,...5,3742.0379805981702
427,...6,134.80894426666657
427,Profissional,134.80894426666657
427,Dono de,912.41400053333257
427,Trabalhador,0
427,...10,17971.7787743749
428,Assalariado...2,13808.497411822722
428,Assalariado...3,4690.9726597324807
428,Funcionário,585.75960610169523
428,...5,3450.9702392240019
428,...6,0
428,Profissional,585.75960610169523
428,Dono de,2316.1810930348151
428,Trabalhador,0
428,...10,25438.1406160174
429,Assalariado...2,14138.720781292523
429,Assalariado...3,370.19568310344829
429,Funcionário,2056.3518337034502
429,...5,11367.673026554381
429,...6,0
429,Profissional,0
429,Dono de,890.78294480000113
429,Trabalhador,0
429,...10,28823.7242694538
430,Assalariado...2,15463.035801790582
430,Assalariado...3,38.408260200000008
430,Funcionário,165.87679217777782
430,...5,3311.9337164346416
430,...6,201.46900607692308
430,Profissional,165.87679217777782
430,Dono de,700.32058567777779
430,Trabalhador,201.46900607692308
430,...10,20248.3899606124
431,Assalariado...2,26770.73306019311
431,Assalariado...3,2468.245090263767
431,Funcionário,1489.7289694736833
431,...5,10051.846830628145
431,...6,0
431,Profissional,318.50682947368421
431,Dono de,1858.1951959999988
431,Trabalhador,0
431,...10,42957.2559760324
432,Assalariado...2,22516.780820661847
432,Assalariado...3,3617.6758814198729
432,Funcionário,3156.910636434242
432,...5,12286.09440279738
432,...6,2005.0262721621625
432,Profissional,0
432,Dono de,889.48443538461538
432,Trabalhador,0
432,...10,44471.9724488601
433,Assalariado...2,30443.24377802814
433,Assalariado...3,2369.546470306409
433,Funcionário,2781.6443015298082
433,...5,13944.628177960909
433,...6,0
433,Profissional,0
433,Dono de,940.40908973035971
433,Trabalhador,0
433,...10,50479.4718175556
434,Assalariado...2,572.68855079379125
434,Assalariado...3,13.112679121951208
434,Funcionário,32.449462073170707
434,...5,418.04627728824818
434,...6,49.126516487804835
434,Profissional,0
434,Dono de,55.778957860310399
434,Trabalhador,0
434,...10,1141.20244362528
435,Assalariado...2,9019.7718110839523
435,Assalariado...3,482.08383024658173
435,Funcionário,467.59502888516386
435,...5,3992.6335738281355
435,...6,191.48907166762399
435,Profissional,191.48907166762399
435,Dono de,382.97814333524798
435,Trabalhador,0
435,...10,14728.0405307143
436,Assalariado...2,22540.170208726457
436,Assalariado...3,2755.3155043817346
